word,category,mean Happiness,mean Anger,mean Sadness,mean Fear,mean Disgust,distance to H,distance to A,distance to S,distance to F,distance to D,distance to N
"krnąbrny",A,1.4230769,2.9230769,1.6923077,1.8076923,2.2692308,6.542532,4.925581,6.298828,6.204598,5.745204,2.999496
zbuntowany,A,2.4615386,3.5384614,1.8461539,1.9615384,1.6153846,6.018891,4.7909727,6.74265,6.5985994,6.8697033,4.0527067
sprzeciw,A,1.7307693,3.6153846,1.8076923,2.1538463,1.4230769,6.535675,4.4963956,6.537321,6.2564363,6.8666134,3.6687465
"besztać",A,1.4230769,3.6538463,2.4615386,3.0384614,2.2692308,7.5040746,5.3684564,6.668747,6.188172,6.860066,4.664157
humorzasty,A,1.5,3.3076923,2.3846154,2.2307692,2.2692308,7.0682597,5.298071,6.3437734,6.4541087,6.421815,3.8900874
niesprawiedliwy,A,1.1153846,5.076923,4.0,2.6923077,3.2692308,8.794039,5.468177,6.573407,7.7199354,7.2263904,6.438074
"obciążać",A,1.1153846,3.3076923,2.9230769,2.5769231,1.9230769,7.446719,5.3571386,5.861649,6.2367544,6.795337,4.1831927
kazanie,A,1.5,3.7692308,2.1538463,2.2307692,2.6923077,7.333399,5.0955906,7.0249896,6.8242984,6.46285,4.73104
"obrażony",A,1.0769231,4.0384617,3.5769231,2.6153846,1.9615384,7.978998,5.2587814,5.827084,6.8145323,7.321813,4.9276247
"oskarżać",A,1.1923077,4.1153846,3.0384614,3.3076923,2.6538463,7.917397,5.3576612,6.4375315,6.178675,6.7736225,5.12263
"denerwować",A,1.1923077,5.0384617,2.3461537,2.1153846,2.2692308,7.950485,3.9064293,7.1145506,7.24871,7.156196,5.220218
"tępy",A,1.2307693,3.7307692,2.7692308,1.9230769,2.6538463,7.5297008,5.123004,6.2192755,6.95179,6.3603153,4.515769
"dźwigać",A,1.3846154,2.4230769,2.1153846,1.4615384,1.6153846,6.4422665,5.220748,5.6023736,6.3240643,6.1369095,2.7104132
"żądanie",A,1.5925926,3.6666667,1.925926,2.8148148,2.074074,7.0676746,5.099769,6.9396462,6.0878363,6.849161,4.2327533
"lekkomyślny",A,1.5925926,4.185185,2.6666667,3.0,2.5925925,7.6515374,5.2678375,6.8711286,6.588776,7.0180063,5.262749
niewygodny,A,1.6296296,3.5185184,2.2592592,1.8148148,2.4444444,6.8793955,5.0512567,6.516599,6.9012337,6.348853,4.101451
zazdrosny,A,1.7037038,4.5185184,3.0370371,3.4814816,2.2592592,7.929434,5.2796183,6.859698,6.513633,7.4833856,5.733713
sprzeczny,A,1.6296296,3.4074075,2.2592592,1.8888888,1.962963,6.768136,5.0142474,6.345655,6.7366605,6.6454906,3.980229
"biadolić",A,1.5185186,4.148148,2.2222223,1.6296296,2.6666667,7.2563934,4.6380253,6.8193593,7.351965,6.4257956,4.5740294
"szemrać",A,1.5555556,3.4074075,2.148148,2.4444444,2.4814816,7.0621243,5.2787814,6.6152062,6.3196526,6.3538876,4.0236115
bariera,A,1.4814814,3.2222223,2.7407408,2.8148148,1.7777778,7.2019386,5.3782377,6.046207,6.013846,7.025868,4.197161
bzdura,A,1.5555556,3.8148148,1.8888888,2.1111112,2.5555556,7.1936283,4.796798,6.9984493,6.8563967,6.2730293,4.4105372
zadufany,A,1.2222222,4.3333335,2.0,1.5925926,3.2962964,7.7613196,4.691725,7.0475636,7.514264,6.01283,4.8602085
"kosztować",A,2.0,2.925926,2.5555556,2.0370371,1.5185186,6.455558,5.4249244,5.9385552,6.3679285,6.880731,3.6124573
"drażnić",A,1.6666666,4.888889,2.6296296,2.5925925,2.7407408,7.941679,4.914828,7.4007854,7.441688,7.3397207,5.541108
pasywny,A,1.4074074,3.5925925,2.851852,2.4074075,2.148148,7.479205,5.3597436,6.297863,6.7863994,7.022412,4.5005
"ograniczać",A,1.1851852,5.2222223,3.6666667,3.1111112,2.9629629,8.791719,5.162098,6.928092,7.411081,7.5734305,6.425656
"przerywać",A,1.4814814,4.037037,2.6296296,2.3703704,2.148148,7.486732,4.884734,6.502415,6.8278813,7.0420017,4.608894
utarczka,A,1.4444444,3.3703704,2.4444444,2.4444444,1.962963,7.093705,5.218086,6.330281,6.2685204,6.680872,3.8144183
niezgoda,A,1.3703704,3.8888888,3.5555556,2.8148148,2.1111112,7.696114,5.3584447,5.8209834,6.6064095,7.151069,4.8608327
niedorzeczny,A,1.5925926,3.6666667,2.2962964,2.2592592,2.2592592,7.11704,4.9954753,6.4927235,6.6160374,6.5593596,4.2324786
niezgodny,A,1.6666666,3.5925925,2.6666667,2.5925925,2.2592592,7.100754,5.187964,6.3217688,6.3718667,6.6652746,4.258777
"czekać",A,1.8518518,3.8888888,2.8148148,2.7777777,2.0370371,7.378515,5.2903595,6.5941825,6.73428,7.31073,4.797604
cholerny,A,1.3333334,3.9629629,2.0370371,2.4444444,2.4814816,7.4690533,4.833546,6.953667,6.5718536,6.6222625,4.3081336
"protestować",A,2.2592592,3.8888888,2.8148148,2.851852,1.962963,6.94488,5.448412,6.518821,6.509577,7.1968756,4.701843
"zaprzeczać",A,1.7307693,3.5769231,2.7307692,2.7307692,2.0384614,7.188542,5.460012,6.4052,6.3839874,6.9347796,4.2544146
nieuprawniony,A,1.1923077,3.5769231,2.5769231,2.7307692,2.0,7.638972,5.441537,6.6422625,6.4890113,7.1665726,4.134724
"chwalipięta",A,1.2692307,4.269231,2.2307692,1.8846154,3.2307692,7.7646203,4.863263,7.128018,7.4096103,6.178431,4.8214254
"przemądrzały",A,1.3076923,4.5384617,2.5769231,2.1153846,3.3076923,8.051159,5.1582,7.230489,7.5946894,6.528016,5.213849
budzik,A,1.8846154,4.423077,2.8076923,1.9615384,2.6538463,7.3829784,5.0053763,6.732387,7.4446673,6.969188,5.2099957
oporny,A,1.7307693,3.2692308,2.0,2.3461537,1.8461539,6.6734214,5.0819116,6.5307693,6.2021375,6.6101913,3.6504846
kaprys,A,2.2692308,2.8846154,1.6923077,1.6923077,1.9615384,5.919754,5.2300344,6.509483,6.5171366,6.276557,3.329342
"nalegać",A,1.2692307,4.076923,2.3076923,2.6923077,2.5769231,7.7339163,5.2387037,7.0156665,6.6125536,6.811193,4.61632
gadanina,A,1.8846154,3.5384614,2.1153846,1.8076923,2.5769231,6.8171153,5.2825565,6.8271656,7.104375,6.3702393,4.115382
absurd,A,2.1538463,3.4230769,2.1923077,2.3461537,2.4230769,6.614327,5.4955697,6.9056354,6.7415257,6.505012,4.5181956
urna,S,1.1153846,2.5384614,4.576923,3.5769231,2.6923077,8.397857,7.448822,5.432325,6.57364,7.308646,5.542346
niemy,S,1.3846154,2.4615386,4.4615383,2.6538463,2.0769231,7.7514353,6.9591656,4.7369556,6.854767,7.3467197,4.9448853
listopadowy,S,2.0,2.0769231,4.0,2.1538463,2.5,6.931968,7.0317774,4.9567227,6.9556217,6.6804934,4.417238
cichy,S,2.5384614,1.5,2.9230769,2.2692308,1.3076923,5.788036,6.8071113,5.406466,6.0971537,7.0150156,3.4243846
deszczowy,S,2.0769231,2.7307692,3.6923077,2.2692308,2.0769231,6.8835444,6.420335,5.288106,6.8422756,7.032171,4.520776
"posępny",S,1.1538461,2.6153846,4.730769,2.8846154,1.9615384,7.9709706,6.7895203,4.3607645,6.578857,7.4005594,5.1235905
"bezdźwięczny",S,1.8076923,1.7692307,2.5769231,2.1923077,1.4230769,6.1624804,6.2825894,5.455742,5.8547745,6.635134,2.8587494
cherlawy,S,1.3076923,1.7307693,2.9230769,2.6538463,2.2692308,6.9144793,6.5943093,5.4370546,5.7282176,6.104054,3.4857724
"współczuć",S,2.7692308,2.1923077,4.3846154,2.7692308,1.6153846,6.5872145,7.268903,5.0990314,6.7974653,7.7401886,5.162091
melancholia,S,1.8846154,2.4615386,5.0,3.0384614,1.8846154,7.736024,7.3739376,4.679176,6.915654,7.836068,5.5771604
jesienny,S,2.8846154,2.0,3.8461537,2.0769231,1.8076923,5.9033003,6.9494777,5.0486655,6.8934216,7.087837,4.609273
"przykrość",S,1.0769231,3.5384614,5.3461537,3.8461537,3.0384614,9.071333,7.33254,5.427187,7.0605545,7.69152,6.681526
"żałoba",S,1.0769231,3.6923077,6.3076925,4.3076925,2.5,9.749147,8.027687,5.484207,7.4988246,8.831629,7.6146655
"zniechęcony",S,1.5,3.4615386,4.230769,3.0769231,2.6923077,7.9813104,6.2858777,5.4225836,6.696155,7.0890875,5.604129
wdowa,S,1.1538461,2.4230769,5.269231,3.9615386,1.7307693,8.594835,7.7444687,4.8068504,6.457253,8.233573,6.010696
osierocony,S,1.0769231,3.0769231,5.5384617,4.076923,2.1923077,8.940213,7.544034,5.097965,6.6661344,8.149854,6.4818854
ulotny,S,2.1153846,2.1923077,4.1923075,2.7692308,1.3461539,6.752123,6.772651,4.5559797,6.222363,7.5235114,4.7167478
"żałować",S,1.3846154,3.3846154,4.769231,2.8461537,1.9615384,7.9596763,6.3547735,4.7882047,6.8248844,7.571511,5.584514
daleki,S,2.4615386,2.6923077,3.8461537,2.4230769,1.4615384,6.4319034,6.4583335,5.086225,6.671685,7.514326,4.8243937
zatroskany,S,2.8846154,1.6538461,3.9230769,2.3076923,1.5769231,5.729494,7.272238,4.766807,6.6886597,7.3270864,4.8019753
smutny,S,1.1111112,2.6666667,5.6296296,3.5925925,1.962963,8.746274,7.6292915,4.30098,6.8657002,8.200808,6.28653
melodramat,S,2.148148,2.1851852,3.6666667,2.2222223,1.962963,6.633373,6.749116,4.9873905,6.771743,6.9575386,4.4833875
oddalony,S,1.7407408,2.5925925,3.7777777,3.6296296,1.4444444,7.268061,6.710644,5.4223866,5.6352735,7.576989,4.822169
"łza",S,1.8518518,2.7407408,5.0740743,3.4444444,1.8148148,7.8484416,7.360233,4.8328156,6.695806,8.066005,5.817766
"oklapnięty",S,1.5185186,2.4444444,3.0370371,1.962963,2.074074,6.861341,6.1388173,5.3630805,6.6301455,6.465656,3.8024707
sierota,S,1.037037,2.7037036,5.6666665,3.3333333,1.4814814,8.664892,7.3690715,4.064815,6.8828115,8.295827,6.160475
"dół",S,1.2692307,1.8076923,3.7307692,3.0769231,1.8076923,7.362465,7.0368457,4.997258,5.832862,7.1032567,4.311118
marny,S,1.1538461,2.4230769,3.5384614,1.9230769,2.8076923,7.439648,6.4316993,5.2283964,6.887073,6.0026937,4.2893233
zakonny,S,1.3846154,1.6153846,2.4230769,1.6153846,1.8846154,6.4622836,6.238955,5.3851895,6.2783327,6.043574,2.5239387
niepogoda,S,1.2692307,2.6923077,3.9230769,1.5769231,1.8846154,7.1550493,5.886429,4.440577,6.932034,6.672292,4.0657344
przybity,S,1.1923077,2.2692308,5.0384617,3.0,1.6538461,7.9940495,7.273043,4.2345886,6.6862025,7.7604113,5.2705355
wierzba,S,3.2307692,1.2307693,2.3846154,1.1538461,1.1153846,4.37274,6.7960362,5.414639,6.868919,6.877886,3.190547
"tęsknić",S,1.5384616,2.4230769,5.230769,3.2307692,1.6538461,8.012058,7.5970874,4.4982457,6.9609766,8.119602,5.7341843
samotny,S,1.0384616,2.5769231,5.3076925,4.1923075,1.9230769,8.696538,7.6680403,4.930045,6.3216543,8.140974,6.053764
pokutny,S,1.3846154,2.1923077,3.1153846,1.9230769,2.2692308,7.040774,6.434631,5.2710476,6.7183228,6.43966,3.7191255
bezimienny,S,1.3846154,2.0384614,3.6923077,3.3076923,1.5384616,7.6421103,7.2412066,5.3632803,5.9644036,7.5869894,4.5477796
"przemijać",S,1.8846154,3.3076923,5.1538463,3.9230769,2.2307692,8.249505,7.373344,5.470739,6.8304753,8.220543,6.4458385
"ubolewać",S,1.2307693,3.2307692,4.1923075,2.9230769,2.4230769,7.968017,6.3660097,5.278015,6.675608,7.172162,5.116177
"zapłakany",S,1.3846154,3.2692308,5.4615383,3.6538463,2.2692308,8.74964,7.4589863,5.0447345,7.0672607,8.125329,6.5130076
klasztor,S,2.1923077,1.5,2.5384614,1.8846154,1.5384616,5.682819,6.513098,5.302849,6.096355,6.4756904,3.0322104
"złom",S,1.5,2.3076923,2.8846154,2.0384614,2.2307692,6.8957777,6.209384,5.4738793,6.450449,6.2905583,3.476311
apatyczny,S,1.2307693,3.0,3.9615386,2.0,2.8461537,7.907628,6.5527453,5.2359242,7.355126,6.710796,4.8995185
wyczerpany,S,1.4230769,3.1153846,4.076923,2.8846154,2.1153846,7.711508,6.5084944,5.378395,6.6476746,7.3552985,5.068539
"nieczuły",S,1.2692307,3.5769231,4.8846154,3.3461537,2.6538463,8.506987,6.8079953,5.450172,7.0869455,7.5482373,6.1096354
"więdnąć",S,1.3076923,1.8076923,4.0384617,2.5,1.9230769,7.2751966,6.866126,4.238554,6.1962194,6.7434216,4.259078
nikt,S,1.5384616,1.6153846,3.4230769,2.4230769,1.7692307,6.8509274,6.755045,4.7171307,6.0142803,6.648664,3.5669212
"ślepy",S,1.1923077,2.2307692,4.1923075,3.4615386,1.4615384,7.731161,7.036863,4.905421,5.884183,7.5906963,4.891412
zmartwiony,S,1.3461539,2.1538463,3.8461537,2.6538463,1.5769231,7.1513186,6.5957675,4.5765934,6.105011,7.1549754,4.12206
ubogi,S,1.6666666,2.6666667,4.5925927,3.148148,1.962963,7.6637654,7.041685,4.8609853,6.523923,7.5647473,5.47146
wieniec,S,2.1111112,2.2222223,4.0,2.5555556,1.8518518,6.8277745,7.163796,5.19424,6.853768,7.4763584,4.843921
ponury,S,1.7037038,2.5185184,3.8148148,2.3703704,2.0,6.934962,6.5022655,5.07066,6.6426277,6.9659557,4.595089
"pożegnanie",S,1.8888888,2.4814816,5.3333335,3.7037036,1.8888888,8.058332,7.7379208,4.725729,6.6653004,8.173033,6.0916204
"zabliźniony",S,2.2222223,1.6296296,3.074074,1.8888888,2.4444444,6.25829,6.875684,5.3079495,6.705737,6.071911,3.8698444
"opłakiwać",S,1.2222222,2.9629629,5.962963,3.148148,1.962963,8.863063,7.6130333,4.037939,7.510672,8.370255,6.5689034
"ubywać",S,1.7777778,3.0,3.2962964,2.6666667,1.6666666,6.9648185,5.7102313,5.433977,6.1292415,7.0992565,4.3453565
"sługa",S,1.925926,2.6296296,3.3703704,1.925926,2.1851852,6.6187406,6.068124,5.267325,6.8015475,6.5577507,4.2936893
"utykać",S,1.2592592,2.4074075,3.3333333,2.1851852,1.5925926,7.1132693,6.149145,4.982175,6.362328,6.885394,3.5553482
apatia,S,1.4444444,2.6296296,3.6666667,2.5925925,2.3703704,7.4440284,6.551437,5.468243,6.667032,6.7794538,4.7588277
cmentarz,S,1.2222222,2.1851852,4.5185184,3.7777777,1.7777778,8.109731,7.5416126,5.3231316,6.1911173,7.839221,5.2450786
"przygnębiony",S,1.4074074,2.7407408,4.851852,2.851852,2.0370371,8.009175,6.891102,4.5113163,6.9378743,7.603915,5.5301785
"jąkała",S,1.7037038,2.1851852,3.2962964,2.1851852,2.1851852,6.7514153,6.5145164,5.3112836,6.5452404,6.5441213,3.771057
kondolencje,S,1.4074074,2.7407408,5.703704,3.8888888,2.2222223,8.837541,7.9664183,4.969617,7.0748615,8.325121,6.4950857
skrucha,S,2.1538463,2.1923077,3.7307692,2.6923077,1.9230769,6.798129,6.758993,5.2981253,6.378284,6.9810324,4.3096943
zrozpaczony,S,1.0769231,3.3846154,5.3076925,3.8846154,2.0,8.952727,7.318402,5.377578,6.984471,8.391406,6.319544
"pukać",F,2.1923077,1.8461539,1.2692307,2.6153846,1.5,5.799718,6.318405,6.822147,5.364202,6.549156,2.9906642
rekin,F,1.5769231,2.3846154,2.1923077,4.8076925,2.4230769,7.6708784,7.2135525,7.3941584,4.4780283,7.117843,5.1795163
benzyna,F,2.5,1.8461539,1.6538461,2.6538463,1.6538461,5.5373354,6.353053,6.578002,5.487862,6.5727334,3.4642298
opresja,F,1.1923077,3.5,3.7307692,4.8846154,2.6538463,8.571347,6.9068985,6.675469,5.4142847,7.567981,6.094371
chwiejny,F,1.5384616,2.5769231,2.4615386,3.3461537,2.4615386,7.1464057,6.2581778,6.3438425,5.429217,6.3403373,4.245914
bezdenny,F,2.2692308,1.5769231,1.9230769,2.5,1.3846154,5.5820155,6.4186025,6.0728865,5.411927,6.6385517,3.0097106
anomalia,F,1.5,2.6153846,2.7307692,3.6153846,2.3076923,7.370876,6.5194654,6.476359,5.472282,6.871176,4.383752
"nożyczki",F,1.7692307,2.0384614,1.6923077,3.1923077,1.7692307,6.6114674,6.556364,6.887327,5.181781,6.8308916,3.3451324
omen,F,1.6923077,2.2307692,2.5,4.076923,2.6538463,7.406396,7.1162844,6.871116,5.1382217,6.793342,4.7923703
zastrzyk,F,1.5,2.1538463,2.1923077,4.0384617,3.0769231,7.410302,7.148335,7.08567,5.136266,6.2480297,4.710179
"testować",F,2.0769231,2.1153846,1.8076923,3.1923077,2.0,6.18822,6.320138,6.6149874,5.146158,6.4692206,3.6343653
ryzyko,F,2.8461537,2.2307692,2.1153846,4.3076925,1.8076923,6.330415,7.0734057,7.123284,4.8590693,7.289945,5.042485
test,F,1.9230769,2.5769231,2.3846154,4.1538463,2.1538463,7.1258674,6.7714987,6.9378834,5.051953,7.07944,4.82037
szklany,F,2.2692308,1.5,1.6153846,2.3076923,1.3076923,5.4098797,6.29206,6.184004,5.3897038,6.5091577,2.6560605
"ścigać",F,1.5769231,3.5384614,2.7692308,4.730769,2.3461537,8.041116,6.567184,7.282075,5.288834,7.6292977,5.6088867
"pełnomocnik",F,2.3461537,1.9615384,1.7307693,2.5384614,1.8461539,5.6979556,6.2164044,6.410068,5.49809,6.254338,3.234184
"czeluść",F,1.7692307,1.9230769,3.0769231,4.076923,2.2692308,7.215456,7.3139267,6.352306,5.126053,7.035371,4.8364353
duch,F,1.9230769,1.8076923,2.8461537,3.8461537,1.8076923,6.870222,7.0739264,6.1858945,4.8784556,7.037842,4.3298597
horror,F,2.5,2.0769231,2.3461537,4.5,2.5384614,6.9223504,7.495453,7.2996435,5.14769,7.1738973,5.3446226
"ołów",F,1.5769231,2.0384614,1.7692307,2.7307692,2.0769231,6.621289,6.2275724,6.506623,5.4771376,6.1342363,2.970186
"wybór",F,3.8076923,1.8846154,1.7307693,3.3076923,1.2692307,4.807806,7.024778,7.1804066,5.458,7.5632596,4.632191
gaz,F,1.9230769,2.3076923,2.2692308,3.9230769,2.7307692,7.141884,7.07036,7.0633087,5.3064756,6.6588016,4.9018254
komisja,F,1.8461539,2.6153846,2.2692308,3.6923077,1.7692307,6.8219395,6.2980795,6.611817,4.9923825,6.9526424,4.2036867
"przyszłość",F,4.3076925,1.7692307,2.3076923,4.269231,1.3076923,5.2072835,7.726779,7.2950068,5.328427,8.07001,5.4283237
speszony,F,1.3846154,2.3846154,2.9615386,3.3846154,2.1923077,7.32269,6.4432344,5.900311,5.43015,6.7403812,4.3661637
trans,F,2.4615386,1.8076923,1.7307693,3.1153846,1.7692307,5.9251337,6.6157804,6.7108507,5.2310953,6.544721,3.749053
"głęboki",F,3.1538463,1.6153846,1.7692307,3.1153846,1.5384616,5.1363044,6.96713,6.796196,5.2287316,7.0037427,4.0994344
byk,F,2.2692308,2.7692308,1.5769231,4.076923,2.1538463,6.6993747,6.422059,7.456919,4.818195,6.9591284,4.793571
armia,F,2.3461537,2.7307692,2.9615386,4.076923,2.1538463,7.05987,6.8771253,6.6168513,5.477457,7.307623,5.2499914
"igła",F,1.5769231,2.1923077,2.1538463,3.7307692,3.0,7.288129,6.9387817,6.979098,5.350077,6.220744,4.4443383
dentysta,F,1.7037038,2.5925925,2.5555556,4.5925927,2.7407408,7.690958,7.3991876,7.4699373,5.176746,7.2623897,5.434726
burzowy,F,2.5555556,2.2222223,2.1111112,3.4444444,1.6296296,6.2374706,6.6963615,6.8220267,5.4089375,7.267334,4.3228283
rewir,F,1.962963,1.962963,1.8148148,2.925926,1.925926,6.2321095,6.3444805,6.4591103,5.304162,6.4091206,3.1311903
funkcjonariusz,F,2.148148,2.7037036,1.6296296,3.4814816,2.3333333,6.4647274,6.074287,7.1296077,5.233569,6.5392756,4.2434163
"ostrzegać",F,2.2592592,2.0370371,2.3333333,4.037037,1.5925926,6.4460645,6.769383,6.56723,4.558581,7.15856,4.4606485
niespokojny,F,1.3703704,3.1111112,2.9629629,4.4814816,2.2222223,7.8730526,6.4405603,6.64477,4.941339,7.269282,5.207923
sfora,F,2.4444444,1.8148148,1.4444444,2.925926,1.6666666,5.6451497,6.4739656,6.789393,5.3055367,6.617329,3.1754038
hipnotyczny,F,2.9629629,1.4814814,1.4074074,2.925926,1.2962962,5.036015,6.7770257,6.862407,5.1480737,6.92109,3.5109484
olbrzymi,F,3.148148,1.5185186,1.3703704,3.148148,1.4444444,5.111241,6.9895782,7.103605,5.164905,7.046363,3.8961687
"zaryzykować",F,4.0740743,1.925926,1.5925926,4.3703704,1.2222222,5.2652106,7.501229,7.6943417,4.9083257,8.019179,5.351489
"zemdleć",F,1.4444444,1.925926,2.7037036,4.259259,1.5925926,7.2431903,7.0449066,6.309299,4.392411,7.2890677,4.570873
narkoza,F,2.148148,1.7777778,2.7037036,5.037037,1.7777778,7.2951107,7.7191324,6.984812,4.2645135,7.7184634,5.457687
sprawozdanie,F,1.8148148,2.148148,1.4814814,2.4444444,1.6666666,6.0421658,5.7606544,6.4297786,5.3384304,6.268067,2.796016
"rozpoczynać",F,3.7037036,1.5185186,1.3703704,2.925926,1.2592592,4.5112844,6.903733,7.0277376,5.491208,7.116757,3.815131
"przerażony",F,1.2222222,3.074074,3.6296296,5.9259257,2.6296296,9.174554,7.9862404,7.5961237,4.776135,8.357002,6.960745
"potwór",F,1.7407408,2.8148148,2.4444444,4.4814816,3.148148,7.8178124,7.1617007,7.4582434,5.4265957,6.9290843,5.6595645
szczypce,F,1.6666666,1.7407408,1.2962962,2.9629629,2.074074,6.321897,6.3361716,6.7890015,5.019684,6.0367246,3.0909543
"uważać",F,2.1538463,1.9230769,1.4230769,2.5,1.3076923,5.7175393,6.015101,6.538664,5.3219657,6.6249547,2.7215462
tygrys,F,2.9615386,1.1923077,1.3461539,3.8076923,1.2692307,5.463443,7.251415,7.1508126,4.4289627,7.200664,3.962744
wyrocznia,F,1.9230769,1.8461539,1.6153846,3.3076923,2.2692308,6.4791694,6.793208,7.03167,5.1103053,6.3805857,3.8639703
straszny,F,1.2692307,2.1153846,2.3076923,4.5,2.8846154,7.9207177,7.4953976,7.3945355,5.043313,6.9130054,5.1226416
"straszyć",F,1.5384616,2.9230769,2.4615386,4.1538463,2.5769231,7.580709,6.632181,7.1618066,5.423547,7.03704,5.0625296
"przepaść",F,1.4615384,2.4230769,3.0,4.769231,2.0384614,8.200913,7.5317225,7.0099106,4.7865896,7.848232,5.5598035
radar,F,1.5,2.9615386,1.8846154,3.4230769,2.1538463,7.2577333,6.153657,7.132317,5.4947867,6.9392753,4.184385
"lęk",F,1.1153846,2.4615386,3.5769231,5.769231,3.0384614,9.103589,8.347956,7.4618735,4.8754215,7.9311175,6.685715
"niepokój",F,1.0769231,2.4230769,3.7692308,5.3461537,2.7307692,8.821911,7.9037704,6.831348,4.9533644,7.6995707,6.212086
"pszczoła",F,3.0384614,1.3846154,1.3846154,2.8846154,1.8076923,4.944064,6.9539313,6.963567,5.3895035,6.5782623,3.7250514
spadzisty,F,1.6153846,1.7307693,1.3076923,3.0384614,1.4615384,6.2480516,6.1434245,6.566219,4.4959664,6.4207506,2.7514255
mikrofon,F,2.8076923,1.4230769,1.4615384,2.7307692,1.6923077,5.3418264,6.862041,6.8256574,5.456579,6.5680966,3.2311592
"wypowiedź",F,2.2692308,1.3846154,1.3076923,2.6923077,1.4230769,5.6071615,6.5345316,6.604309,5.0937095,6.4910107,2.6530008
psychika,F,2.1538463,1.6923077,2.0384614,3.1923077,1.5,6.1558967,6.747923,6.436277,5.132586,6.9089437,3.4814696
amunicja,F,1.5,2.3461537,1.8846154,3.7692308,2.1153846,7.1656756,6.720741,7.128433,5.1173477,6.891643,4.20172
ryzykowny,F,2.4230769,2.1153846,1.8076923,4.423077,1.7692307,6.5318003,7.042661,7.3363643,4.4836626,7.374299,4.822828
kopalnia,F,2.1153846,1.1538461,1.6923077,3.1923077,1.6153846,6.0816946,7.0502906,6.5838375,4.921265,6.6414557,3.2823052
"odpowiadać",F,2.3461537,1.9615384,1.8076923,3.0384614,1.6923077,5.921684,6.3745623,6.5282574,5.2585316,6.6226587,3.5318198
wynik,F,2.9615386,1.8076923,2.0,3.6923077,1.3461539,5.97437,7.099593,6.932589,5.1021504,7.417616,4.1446366
"uciekać",F,1.5,2.3846154,2.6153846,4.230769,2.1923077,7.517446,7.0594463,6.7386193,4.9621944,7.1817193,4.8944807
zmiana,F,3.1923077,2.0769231,2.0,3.6153846,1.7307693,5.629704,6.93354,6.992225,5.358946,7.1894374,4.5113955
"typować",F,2.1923077,1.6538461,1.3461539,2.7692308,1.5384616,5.644354,6.294429,6.547261,5.071205,6.366995,2.7318585
anonim,F,1.8461539,2.1923077,1.6538461,3.1153846,1.8846154,6.530289,6.41717,6.8145924,5.4214892,6.6852207,3.5546262
"broń",F,1.5,2.7307692,2.0384614,3.9230769,2.6538463,7.353299,6.473259,7.0569797,5.1721034,6.530765,4.6387324
potencjalny,F,2.3461537,1.5384616,1.4230769,2.4230769,1.4615384,5.4509716,6.350793,6.4586763,5.3257008,6.3974733,2.5622587
"diagnozować",F,2.6538463,1.4230769,2.2692308,4.0,1.6923077,6.144454,7.3778644,6.679441,4.771493,7.1447906,4.3622074
